Grid,Japanese (Kanji),Japanese (Hiragana),Romanized Japanese,Longitude,Latitude,Classification
5337,喬木村,たかぎむら,Takagi Mura,137゜ 52’,35゜ 30’,Municipality
5540,高萩市,たかはぎし,Takahagi Shi,140゜ 42’,36゜ 42’,Municipality
5335,高浜町,たかはまちょう,Takahama Cho,135゜ 33’,35゜ 29’,Municipality
5236,高浜市,たかはまし,Takahama Shi,136゜ 59’,34゜ 55’,Municipality
5437,高原川,たかはらがわ,Takahara Gawa,137゜ 17’,36゜ 25’,River
5539,高原山,たかはらやま,Takahara Yama,139゜ 45’,36゜ 54’,Mountain
4731,高原町,たかはるちょう,Takaharu Cho,131゜ 00’,31゜ 55’,Municipality
5133,高梁川,たかはしがわ,Takahashi Gawa,133゜ 41’,34゜ 31’,River
5233,高梁市,たかはしし,Takahashi Shi,133゜ 37’,34゜ 47’,Municipality
5740,高畠町,たかはたまち,Takahata Machi,140゜ 11’,38゜ 00’,Municipality
,任弘海山,たかひろかいざん,Takahiro Kaizan,143゜ 24’,33゜ 01’,Undersea feature
6141,鷹架沼,たかほこぬま,Takahoko Numa,141゜ 19’,40゜ 56’,Lake
5133,高井神島,たかいかみじま,Takaikami Jima,133゜ 16’,34゜ 11’,Island
5135,高石市,たかいしし,Takaishi Shi,135゜ 26’,34゜ 31’,Municipality
4931,高千穂野,たかじょうや,Takajo Ya,131゜ 03’,32゜ 47’,Mountain
4730,高隈山,たかくまやま,Takakuma Yama,130゜ 48’,31゜ 28’,Mountain
5134,高松市,たかまつし,Takamatsu Shi,134゜ 02’,34゜ 20’,Municipality
5133,高見島,たかみしま,Takami Shima,133゜ 40’,34゜ 18’,Island
5136,高見山,たかみやま,Takami Yama,136゜ 04’,34゜ 25’,Mountain
5232,高宮,たかみや,Takamiya,132゜ 42’,34゜ 46’,Populated area
4931,高森町,たかもりまち,Takamori Machi,131゜ 07’,32゜ 49’,Municipality
5337,高森町,たかもりまち,Takamori Machi,137゜ 52’,35゜ 33’,Municipality
4831,高鍋町,たかなべちょう,Takanabe Cho,131゜ 30’,32゜ 07’,Municipality
5032,高縄半島,たかなわはんとう,Takanawa Hanto,132゜ 48’,33゜ 58’,Extensive natural featur
5032,高縄山,たかなわさん,Takanawa San,132゜ 50’,33゜ 56’,Mountain
5439,高根沢町,たかねざわまち,Takanezawa Machi,139゜ 59’,36゜ 37’,Municipality
6140,高野崎,たかのさき,Takano Saki,140゜ 32’,41゜ 14’,Cape
5132,鷹ノ巣山,たかのすやま,Takanosu Yama,132゜ 44’,34゜ 33’,Mountain
5339,鷹巣山,たかのすやま,Takanosu Yama,139゜ 00’,35゜ 49’,Mountain
5339,高尾山,たかおさん,Takao San,139゜ 14’,35゜ 37’,Mountain
5537,高岡市,たかおかし,Takaoka Shi,137゜ 01’,36゜ 45’,Municipality
4329,宝島,たからじま,Takara Jima,129゜ 12’,29゜ 08’,Island
5235,宝塚市,たからづかし,Takarazuka Shi,135゜ 21’,34゜ 48’,Municipality
5234,高砂市,たかさごし,Takasago Shi,134゜ 47’,34゜ 45’,Municipality
5439,高崎市,たかさきし,Takasaki Shi,139゜ 00’,36゜ 19’,Municipality
5437,高瀬川,たかせがわ,Takase Gawa,137゜ 52’,36゜ 27’,River
6141,高瀬川,たかせがわ,Takase Gawa,141゜ 23’,40゜ 53’,River
4929,高島,たかしま,Takashima,129゜ 35’,33゜ 10’,Island
5231,高島,たかしま,Takashima,131゜ 49’,34゜ 50’,Island
6441,高島岬,たかしまみさき,Takashima Misaki,141゜ 01’,43゜ 14’,Cape
5336,高島市,たかしまし,Takashima Shi,136゜ 02’,35゜ 21’,Municipality
5436,高清水山,たかしょうずやま,Takashozu Yama,136゜ 56’,36゜ 28’,Mountain
6542,鷹栖町,たかすちょう,Takasu Cho,142゜ 21’,43゜ 50’,Municipality
,鷹寿海山,たかすかいざん,Takasu Kaizan,141゜ 32’,23゜ 12’,Undersea feature
5440,高鈴山,たかすずやま,Takasuzu Yama,140゜ 35’,36゜ 37’,Mountain
5135,高取町,たかとりちょう,Takatori Cho,135゜ 47’,34゜ 26’,Municipality
4930,鷹取山,たかとりやま,Takatori Yama,130゜ 43’,33゜ 18’,Mountain
5231,高津川,たかつがわ,Takatsu Gawa,131゜ 48’,34゜ 41’,River
5336,高月町,たかつきちょう,Takatsuki Cho,136゜ 14’,35゜ 28’,Municipality
5235,高槻市,たかつきし,Takatsuki Shi,135゜ 37’,34゜ 50’,Municipality
5538,高妻山,たかつまやま,Takatsuma Yama,138゜ 02’,36゜ 47’,Mountain
5438,高山村,たかやまむら,Takayama Mura,138゜ 56’,36゜ 37’,Municipality
5538,高山村,たかやまむら,Takayama Mura,138゜ 21’,36゜ 40’,Municipality
5437,高山市,たかやまし,Takayama Shi,137゜ 15’,36゜ 08’,Municipality
4630,竹島,たけしま,Take Shima,130゜ 25’,30゜ 47’,Island
5531,竹島,たけしま,Take Shima,131゜ 52’,37゜ 14’,Island
5239,武山,たけやま,Take Yama,139゜ 39’,35゜ 13’,Mountain
5132,竹原市,たけはらし,Takehara Shi,132゜ 54’,34゜ 20’,Municipality
5335,竹野川,たけのがわ,Takeno Gawa,135゜ 06’,35゜ 44’,River
4930,武雄市,たけおし,Takeo Shi,130゜ 01’,33゜ 11’,Municipality
5438,武石峰,たけしみね,Takeshi Mine,138゜ 04’,36゜ 14’,Mountain
4931,竹田市,たけたし,Taketa Shi,131゜ 23’,32゜ 58’,Municipality
5031,竹田津,たけたづ,Taketazu,131゜ 33’,33゜ 40’,Populated area
3624,竹富,たけとみ,Taketomi,124゜ 05’,24゜ 19’,Populated area
3624,竹富町,たけとみちょう,Taketomi Cho,124゜ 09’,24゜ 20’,Municipality
3624,竹富島,たけとみじま,Taketomi Jima,124゜ 04’,24゜ 18’,Island
5236,武豊町,たけとよちょう,Taketoyo Cho,136゜ 54’,34゜ 51’,Municipality
5136,多気町,たきちょう,Taki Cho,136゜ 32’,34゜ 29’,Municipality
6541,滝川市,たきかわし,Takikawa Shi,141゜ 54’,43゜ 33’,Municipality
5539,滝ノ原,たきのはら,Takinohara,139゜ 41’,37゜ 05’,Populated area
6643,滝上町,たきのうえちょう,Takinoue Cho,143゜ 04’,44゜ 11’,Municipality
5941,滝沢村,たきざわむら,Takizawa Mura,141゜ 04’,39゜ 44’,Municipality
6041,田子町,たっこまち,Takko Machi,141゜ 09’,40゜ 20’,Municipality
5333,多古鼻,たこばな,Tako Bana,133゜ 05’,35゜ 35’,Cape
5340,多古町,たこまち,Tako Machi,140゜ 28’,35゜ 44’,Municipality
5637,蛸島,たこじま,Takojima,137゜ 18’,37゜ 27’,Populated area
4930,多久市,たくし,Taku Shi,130゜ 06’,33゜ 17’,Municipality
5029,度島,たくしま,Taku Shima,129゜ 30’,33゜ 26’,Island
,拓洋第５海山,たくようだいごかいざん,Takuyo-Daigo Kaizan,153゜ 20’,22゜ 56’,Undersea feature
,拓洋第１海山,たくようだいいちかいざん,Takuyo-Daiichi Kaizan,145゜ 58’,41゜ 16’,Undersea feature
,拓洋第２海山,たくようだいにかいざん,Takuyo-Daini Kaizan,143゜ 52’,34゜ 16’,Undersea feature
,拓洋第３海山,たくようだいさんかいざん,Takuyo-Daisan Kaizan,144゜ 20’,34゜ 12’,Undersea feature
,拓洋第４海山,たくようだいよんかいざん,Takuyo-Daiyon Kaizan,151゜ 54’,23゜ 38’,Undersea feature
5339,多摩川,たまがわ,Tama Gawa,139゜ 46’,35゜ 31’,River
5339,多摩市,たまし,Tama Shi,139゜ 26’,35゜ 38’,Municipality
5540,玉川村,たまかわむら,Tamakawa Mura,140゜ 24’,37゜ 12’,Municipality
5136,玉城町,たまきちょう,Tamaki Cho,136゜ 37’,34゜ 29’,Municipality
5035,玉置山,たまきやま,Tamaki Yama,135゜ 49’,33゜ 55’,Mountain
5439,玉村町,たまむらまち,Tamamura Machi,139゜ 06’,36゜ 18’,Municipality
4930,玉名市,たまなし,Tamana Shi,130゜ 33’,32゜ 55’,Municipality
5133,玉野市,たまのし,Tamano Shi,133゜ 56’,34゜ 29’,Municipality
5133,玉島,たましま,Tamashima,133゜ 39’,34゜ 34’,Populated area
5640,田村市,たむらし,Tamura Shi,140゜ 34’,37゜ 26’,Municipality
5035,田辺市,たなべし,Tanabe Shi,135゜ 22’,33゜ 43’,Municipality
6141,田名部川,たなぶがわ,Tanabu Gawa,141゜ 11’,41゜ 16’,River
5540,棚倉町,たなぐらまち,Tanagura Machi,140゜ 22’,37゜ 01’,Municipality
5235,丹波高地,たんばこうち,Tanba Kochi,135゜ 31’,35゜ 14’,Extensive natural featur
5235,丹波市,たんばし,Tanba Shi,135゜ 02’,35゜ 10’,Municipality
4530,種子島,たねがしま,Tanegashima,130゜ 57’,30゜ 33’,Island
4530,種子島海峡,たねがしまかいきょう,Tanegashima Kaikyo,130゜ 45’,30゜ 26’,Sea Area
5134,男鹿島,たんがしま,Tanga Shima,134゜ 34’,34゜ 39’,Island
5335,丹後半島,たんごはんとう,Tango Hanto,135゜ 03’,35゜ 38’,Extensive natural featur
5538,谷川岳,たにがわだけ,Tanigawa Dake,138゜ 55’,36゜ 49’,Mountain
5034,田野町,たのちょう,Tano Cho,134゜ 00’,33゜ 25’,Municipality
5941,田野畑村,たのはたむら,Tanohata Mura,141゜ 53’,39゜ 55’,Municipality
5339,丹沢山,たんざわさん,Tanzawa San,139゜ 09’,35゜ 28’,Mountain
6140,龍飛崎,たっぴざき,Tappi Zaki,140゜ 20’,41゜ 16’,Cape
4930,太良町,たらちょう,Tara Cho,130゜ 10’,33゜ 01’,Municipality
4930,多良岳,たらだけ,Tara Dake,130゜ 05’,32゜ 58’,Mountain
4830,多良木町,たらぎまち,Taragi Machi,130゜ 56’,32゜ 15’,Municipality
6546,多楽水道,たらくすいどう,Taraku Suido,146゜ 11’,43゜ 35’,Sea Area
6546,多楽島,たらくとう,Taraku To,146゜ 18’,43゜ 37’,Island
3624,多良間島,たらましま,Tarama Shima,124゜ 41’,24゜ 38’,Island
3724,多良間村,たらまそん,Tarama Son,124゜ 42’,24゜ 40’,Municipality
5539,太郎山,たろうさん,Taro San,139゜ 28’,36゜ 48’,Mountain
5336,垂井町,たるいちょう,Tarui Cho,136゜ 31’,35゜ 22’,Municipality
6441,樽前山,たるまえやま,Tarumae Yama,141゜ 21’,42゜ 41’,Mountain
5336,樽見,たるみ,Tarumi,136゜ 36’,35゜ 38’,Populated area
4730,垂水市,たるみずし,Tarumizu Shi,130゜ 42’,31゜ 29’,Municipality
6040,田代岳,たしろだけ,Tashiro Dake,140゜ 24’,40゜ 25’,Mountain
5741,田代島,たしろじま,Tashiro Jima,141゜ 24’,38゜ 17’,Island
5437,立山,たてやま,Tate Yama,137゜ 36’,36゜ 34’,Mountain
5439,館林市,たてばやしし,Tatebayashi Shi,139゜ 32’,36゜ 14’,Municipality
5336,立石岬,たていしみさき,Tateishi Misaki,136゜ 01’,35゜ 46’,Cape
5438,立科町,たてしなまち,Tateshina Machi,138゜ 18’,36゜ 16’,Municipality
5438,蓼科山,たてしなやま,Tateshina Yama,138゜ 17’,36゜ 06’,Mountain
5437,立山町,たてやままち,Tateyama Machi,137゜ 18’,36゜ 39’,Municipality
5239,館山市,たてやまし,Tateyama Shi,139゜ 52’,34゜ 59’,Municipality
4229,龍郷町,たつごうちょう,Tatsugo Cho,129゜ 35’,28゜ 24’,Municipality
5841,竜舞崎,たつまいさき,Tatsumai Saki,141゜ 37’,38゜ 49’,Cape
5337,辰野町,たつのまち,Tatsuno Machi,137゜ 59’,35゜ 58’,Municipality
5234,たつの市,たつのし,Tatsuno Shi,134゜ 32’,34゜ 51’,Municipality
5135,田原本町,たわらもとちょう,Tawaramoto Cho,135゜ 47’,34゜ 33’,Municipality
5940,田沢湖,たざわこ,Tazawa Ko,140゜ 39’,39゜ 43’,Lake
5133,手島,てしま,Te Shima,133゜ 40’,34゜ 23’,Island
5134,豊島,てしま,Te Shima,134゜ 04’,34゜ 28’,Island
5436,手取川,てどりがわ,Tedori Gawa,136゜ 28’,36゜ 29’,River
6441,手稲,ていね,Teine,141゜ 14’,43゜ 06’,Populated area
6441,手稲山,ていねやま,Teine Yama,141゜ 11’,43゜ 04’,Mountain
5338,光岳,てかりだけ,Tekari Dake,138゜ 05’,35゜ 20’,Mountain
5030,天山,てんざん,Ten Zan,130゜ 08’,33゜ 20’,Mountain
5740,天童市,てんどうし,Tendo Shi,140゜ 22’,38゜ 21’,Municipality
5540,天栄村,てんえいむら,Ten-ei Mura,140゜ 14’,37゜ 15’,Municipality
4730,天狗鼻,てんぐばな,Tengu Bana,130゜ 09’,31゜ 47’,Cape
3928,天仁屋崎,てにやざき,Teniya Zaki,128゜ 08’,26゜ 33’,Cape
5333,天神川,てんじんがわ,Tenjin Gawa,133゜ 51’,35゜ 30’,River
5135,天川村,てんかわむら,Tenkawa Mura,135゜ 51’,34゜ 14’,Municipality
,天保海山,てんぽうかいざん,Tenpo Kaizan,139゜ 40’,27゜ 10’,Undersea feature
5135,天理市,てんりし,Tenri Shi,135゜ 50’,34゜ 35’,Municipality
5137,天竜川,てんりゅうがわ,Tenryu Gawa,137゜ 48’,34゜ 38’,River
,天竜海底谷,てんりゅうかいていこく,Tenryu Kaiteikoku,137゜ 35’,34゜ 00’,Undersea feature
5237,天龍村,てんりゅうむら,Tenryu Mura,137゜ 51’,35゜ 16’,Municipality
4929,寺島,てらしま,Tera Shima,129゜ 03’,33゜ 14’,Island
6544,弟子屈町,てしかがちょう,Teshikaga Cho,144゜ 27’,43゜ 29’,Municipality
6741,天塩町,てしおちょう,Teshio Cho,141゜ 44’,44゜ 53’,Municipality
6542,天塩岳,てしおだけ,Teshio Dake,142゜ 52’,43゜ 57’,Mountain
6741,天塩川,てしおがわ,Teshio Gawa,141゜ 52’,44゜ 57’,River
6642,天塩山地,てしおさんち,Teshio Sanchi,142゜ 06’,44゜ 27’,Extensive natural featur
6641,天売島,てうりとう,Teuri To,141゜ 17’,44゜ 25’,Island
4932,戸島,とじま,To Jima,132゜ 21’,33゜ 12’,Island
5139,利島,としま,To Shima,139゜ 16’,34゜ 31’,Island
5136,鳥羽市,とばし,Toba Shi,136゜ 50’,34゜ 28’,Municipality
5032,砥部町,とべちょう,Tobe Cho,132゜ 47’,33゜ 44’,Municipality
6441,当別町,とうべつちょう,Tobetsu Cho,141゜ 31’,43゜ 13’,Municipality
6541,当別川,とうべつがわ,Tobetsu Gawa,141゜ 34’,43゜ 26’,River
5839,飛島,とびしま,Tobi Shima,139゜ 32’,39゜ 11’,Island
5236,飛島村,とびしまむら,Tobishima Mura,136゜ 47’,35゜ 04’,Municipality
6445,湯沸岬,とうぶつみさき,Tobutsu Misaki,145゜ 10’,43゜ 04’,Cape
5439,栃木県,とちぎけん,Tochigi Ken,139゜ 53’,36゜ 33’,Municipality
5439,栃木市,とちぎし,Tochigi Shi,139゜ 43’,36゜ 22’,Municipality
5336,栃ノ木峠,とちのきとうげ,Tochinoki Toge,136゜ 09’,35゜ 41’,Pass
5339,戸田市,とだし,Toda Shi,139゜ 40’,35゜ 49’,Municipality
6840,海驢島,とどしま,Todo Shima,140゜ 58’,45゜ 28’,Island
5942,魹ヶ崎,とどがさき,Todogasaki,142゜ 04’,39゜ 32’,Cape
5237,東栄町,とうえいちょう,Toei Cho,137゜ 41’,35゜ 04’,Municipality
6545,東沸湖,とうふつこ,Tofutsu Ko,145゜ 36’,43゜ 55’,Lake
6544,涛沸湖,とうふつこ,Tofutsu Ko,144゜ 23’,43゜ 55’,Lake
5538,戸隠山,とがくしやま,Togakushi Yama,138゜ 03’,36゜ 46’,Mountain
5340,東金市,とうがねし,Togane Shi,140゜ 21’,35゜ 33’,Municipality
4929,時津町,とぎつちょう,Togitsu Cho,129゜ 50’,32゜ 49’,Municipality
5237,東郷町,とうごうちょう,Togo Cho,137゜ 03’,35゜ 05’,Municipality
5333,東郷池,とうごういけ,Togo Ike,133゜ 53’,35゜ 28’,Lake
5438,戸倉,とぐら,Togura,138゜ 09’,36゜ 29’,Populated area
5030,東峰村,とうほうむら,Toho Mura,130゜ 52’,33゜ 23’,Municipality
6141,東北町,とうほくまち,Tohoku Machi,141゜ 15’,40゜ 43’,Municipality
6545,当幌川,とうほろがわ,Tohoro Gawa,145゜ 04’,43゜ 32’,River
5238,土肥,とい,Toi,138゜ 47’,34゜ 54’,Populated area
4731,都井岬,といみさき,Toi Misaki,131゜ 19’,31゜ 21’,Cape
5536,戸出,といで,Toide,136゜ 58’,36゜ 41’,Populated area
5236,東員町,とういんちょう,Toin Cho,136゜ 35’,35゜ 04’,Municipality
6542,十勝岳,とかちだけ,Tokachi Dake,142゜ 40’,43゜ 24’,Mountain
6443,十勝川,とかちがわ,Tokachi Gawa,143゜ 40’,42゜ 41’,River
6443,十勝平野,とかちへいや,Tokachi Heiya,143゜ 05’,42゜ 59’,Extensive natural featur
5440,東海村,とうかいむら,Tokai Mura,140゜ 33’,36゜ 28’,Municipality
5236,東海市,とうかいし,Tokai Shi,136゜ 54’,35゜ 01’,Municipality
5538,十日町市,とおかまちし,Tokamachi Shi,138゜ 45’,37゜ 07’,Municipality
4530,吐噶喇海峡,とからかいきょう,Tokara Kaikyo,130゜ 16’,30゜ 12’,Sea Area
4429,吐噶喇列島,とかられっとう,Tokara Retto,129゜ 38’,29゜ 49’,Extensive natural featur
3927,渡嘉敷島,とかしきじま,Tokashiki Jima,127゜ 21’,26゜ 11’,Island
3927,渡嘉敷村,とかしきそん,Tokashiki Son,127゜ 21’,26゜ 11’,Municipality
5237,土岐川,ときがわ,Toki Gawa,137゜ 06’,35゜ 19’,River
5337,土岐市,ときし,Toki Shi,137゜ 11’,35゜ 21’,Municipality
5439,ときがわ町,ときがわまち,Tokigawa Machi,139゜ 17’,36゜ 00’,Municipality
5236,常滑市,とこなめし,Tokoname Shi,136゜ 49’,34゜ 53’,Municipality
5639,常浪川,とこなみがわ,Tokonami Gawa,139゜ 28’,37゜ 39’,River
6644,常呂川,ところがわ,Tokoro Gawa,144゜ 05’,44゜ 08’,River
5339,所沢市,ところざわし,Tokorozawa Shi,139゜ 28’,35゜ 47’,Municipality
6545,床丹川,とこたんがわ,Tokotan Gawa,145゜ 09’,43゜ 26’,River
4128,徳之島,とくのしま,Tokunoshima,128゜ 56’,27゜ 47’,Island
4129,徳之島町,とくのしまちょう,Tokunoshima Cho,129゜ 01’,27゜ 43’,Municipality
5234,戸倉峠,とくらとうげ,Tokura Toge,134゜ 30’,35゜ 18’,Pass
6642,徳志別川,とくしべつがわ,Tokushibetsu Gawa,142゜ 32’,44゜ 39’,River
5134,徳島県,とくしまけん,Tokushima Ken,134゜ 33’,34゜ 03’,Municipality
5134,徳島市,とくしまし,Tokushima Shi,134゜ 33’,34゜ 04’,Municipality
5339,東京都,とうきょうと,Tokyo To,139゜ 41’,35゜ 41’,Municipality
5339,東京湾,とうきょうわん,Tokyo Wan,139゜ 54’,35゜ 31’,Sea Area
6542,当麻町,とうまちょう,Toma Cho,142゜ 30’,43゜ 49’,Municipality
6341,苫小牧市,とまこまいし,Tomakomai Shi,141゜ 36’,42゜ 38’,Municipality
6641,苫前町,とままえちょう,Tomamae Cho,141゜ 39’,44゜ 18’,Municipality
6442,トマム山,とまむやま,Tomamu Yama,142゜ 35’,43゜ 04’,Mountain
6440,泊村,とまりむら,Tomari Mura,140゜ 29’,43゜ 03’,Municipality
6545,泊村,とまりむら,Tomari Mura,145゜ 30’,43゜ 44’,Municipality
6545,泊山,とまりやま,Tomari Yama,145゜ 30’,43゜ 50’,Mountain
5841,登米市,とめし,Tome Shi,141゜ 11’,38゜ 41’,Municipality
5438,東御市,とうみし,Tomi Shi,138゜ 19’,36゜ 21’,Municipality
4930,富合町,とみあいまち,Tomiai Machi,130゜ 40’,32゜ 42’,Municipality
3927,豊見城市,とみぐすくし,Tomigusuku Shi,127゜ 40’,26゜ 09’,Municipality
5336,富加町,とみかちょう,Tomika Cho,136゜ 58’,35゜ 29’,Municipality
5641,富岡町,とみおかまち,Tomioka Machi,141゜ 00’,37゜ 20’,Municipality
5438,富岡市,とみおかし,Tomioka Shi,138゜ 53’,36゜ 15’,Municipality
5340,富里市,とみさとし,Tomisato Shi,140゜ 20’,35゜ 43’,Municipality
5740,富谷町,とみやまち,Tomiya Machi,140゜ 53’,38゜ 23’,Municipality
5133,鞆,とも,Tomo,133゜ 22’,34゜ 22’,Populated area
5134,友ヶ島水道（紀淡海峡）,ともがしますいどう（きたんかいきょう,Tomogashima Suido (Kitan Kaikyo),134゜ 58’,34゜ 17’,Sea Area
6542,トムラウシ山,とむらうしやま,Tomuraushi Yama,142゜ 50’,43゜ 31’,Mountain
3927,渡名喜島,となきじま,Tonaki Jima,127゜ 08’,26゜ 22’,Island
3927,渡名喜村,となきそん,Tonaki Son,127゜ 08’,26゜ 22’,Municipality
5436,砺波市,となみし,Tonami Shi,136゜ 57’,36゜ 38’,Municipality
6742,頓別川,とんべつがわ,Tonbetsu Gawa,142゜ 23’,45゜ 07’,River
5131,富田,とんだ,Tonda,131゜ 44’,34゜ 04’,Populated area
5035,富田川,とんだがわ,Tonda Gawa,135゜ 22’,33゜ 38’,River
5135,富田林市,とんだばやしし,Tondabayashi Shi,135゜ 35’,34゜ 29’,Municipality
5340,利根川,とねがわ,Tone Gawa,140゜ 51’,35゜ 45’,River
5340,利根町,とねまち,Tone Machi,140゜ 08’,35゜ 51’,Municipality
6041,遠野市,とおのし,Tono Shi,141゜ 32’,39゜ 19’,Municipality
5134,土庄町,とのしょうちょう,Tonosho Cho,134゜ 11’,34゜ 29’,Municipality
5340,東庄町,とうのしょうまち,Tonosho Machi,140゜ 39’,35゜ 50’,Municipality
5032,東温市,とうおんし,Toon Shi,132゜ 52’,33゜ 47’,Municipality
5336,虎姫町,とらひめちょう,Torahime Cho,136゜ 15’,35゜ 25’,Municipality
5739,鳥崎,とりさき,Tori Saki,139゜ 16’,38゜ 29’,Cape
3926,鳥島,とりしま,Tori Shima,126゜ 49’,26゜ 35’,Island
4540,鳥島,とりしま,Tori Shima,140゜ 18’,30゜ 28’,Island
4828,鳥島,とりしま,Tori Shima,128゜ 06’,32゜ 14’,Island
5340,取手市,とりでし,Toride Shi,140゜ 03’,35゜ 54’,Municipality
5538,鳥ヶ首岬,とりがくびみさき,Torigakubi Misaki,138゜ 06’,37゜ 10’,Cape
5337,鳥居峠,とりいとうげ,Torii Toge,137゜ 47’,35゜ 57’,Pass
5438,鳥居峠,とりいとうげ,Torii Toge,138゜ 24’,36゜ 29’,Pass
5538,鳥甲山,とりかぶとやま,Torikabuto Yama,138゜ 34’,36゜ 50’,Mountain
5540,鷲子山,とりのこさん,Torinoko San,140゜ 14’,36゜ 42’,Mountain
6444,塘路湖,とうろこ,Toro Ko,144゜ 32’,43゜ 08’,Lake
5033,土佐町,とさちょう,Tosa Cho,133゜ 31’,33゜ 44’,Municipality
,土佐海盆,とさかいぼん,Tosa Kaibon,133゜ 45’,32゜ 50’,Undersea feature
5033,土佐市,とさし,Tosa Shi,133゜ 25’,33゜ 29’,Municipality
5033,土佐湾,とさわん,Tosa Wan,133゜ 41’,33゜ 26’,Sea Area
4731,戸崎鼻,とさきばな,Tosaki Bana,131゜ 29’,31゜ 47’,Cape
4932,土佐清水市,とさしみずし,Tosashimizu Shi,132゜ 57’,32゜ 46’,Municipality
5136,答志島,とうしじま,Toshi Jima,136゜ 52’,34゜ 30’,Island
6443,利別川,としべつがわ,Toshibetsu Gawa,143゜ 32’,43゜ 06’,River
4730,十島村,としまむら,Toshima Mura,130゜ 33’,31゜ 35’,Municipality
5139,利島村,としまむら,Toshima Mura,139゜ 16’,34゜ 31’,Municipality
6041,遠島山,とおしまやま,Toshima Yama,141゜ 38’,40゜ 01’,Mountain
5030,鳥栖市,とすし,Tosu Shi,130゜ 30’,33゜ 22’,Municipality
4831,土々呂,ととろ,Totoro,131゜ 40’,32゜ 30’,Populated area
5035,十津川,とつかわ,Totsu Kawa,135゜ 47’,33゜ 54’,River
5035,十津川村,とつかわむら,Totsukawa Mura,135゜ 47’,33゜ 59’,Municipality
6442,戸蔦別岳,とったべつだけ,Tottabetsu Dake,142゜ 41’,42゜ 44’,Mountain
5334,鳥取県,とっとりけん,Tottori Ken,134゜ 14’,35゜ 30’,Municipality
5334,鳥取市,とっとりし,Tottori Shi,134゜ 14’,35゜ 30’,Municipality
6748,トウロ,とうろ,Touro,148゜ 25’,45゜ 19’,Populated area
6040,十和田湖,とわだこ,Towada Ko,140゜ 51’,40゜ 27’,Lake
6041,十和田市,とわだし,Towada Shi,141゜ 12’,40゜ 36’,Municipality
6340,洞爺湖,とうやこ,Toya Ko,140゜ 50’,42゜ 36’,Lake
6340,洞爺湖町,とうやこちょう,Toyako Cho,140゜ 45’,42゜ 33’,Municipality
5537,富山県,とやまけん,Toyama Ken,137゜ 12’,36゜ 41’,Municipality
5537,富山市,とやまし,Toyama Shi,137゜ 12’,36゜ 41’,Municipality
,富山深海長谷,とやましんかいちょうこく,Toyama Shinkaichokoku,137゜ 49’,38゜ 09’,Undersea feature
,富山舟状海盆,とやましゅうじょうかいぼん,Toyama Shujokaibon,137゜ 58’,38゜ 09’,Undersea feature
5537,富山湾,とやまわん,Toyama Wan,137゜ 10’,36゜ 52’,Sea Area
5034,東洋町,とうようちょう,Toyo Cho,134゜ 16’,33゜ 31’,Municipality
5237,豊川,とよがわ,Toyo Gawa,137゜ 18’,34゜ 46’,River
5237,豊明市,とよあけし,Toyoake Shi,137゜ 00’,35゜ 03’,Municipality
5237,豊橋市,とよはしし,Toyohashi Shi,137゜ 23’,34゜ 46’,Municipality
6441,豊平川,とよひらがわ,Toyohira Gawa,141゜ 26’,43゜ 08’,River
5237,豊川市,とよかわし,Toyokawa Shi,137゜ 22’,34゜ 49’,Municipality
6443,豊頃町,とよころちょう,Toyokoro Cho,143゜ 30’,42゜ 48’,Municipality
5235,豊中市,とよなかし,Toyonaka Shi,135゜ 28’,34゜ 46’,Municipality
5237,豊根村,とよねむら,Toyone Mura,137゜ 43’,35゜ 08’,Municipality
6343,豊似岳,とよにだけ,Toyoni Dake,143゜ 13’,42゜ 04’,Mountain
6343,豊似川,とよにがわ,Toyoni Gawa,143゜ 13’,42゜ 24’,River
5235,豊能町,とよのちょう,Toyono Cho,135゜ 29’,34゜ 55’,Municipality
5337,豊丘村,とよおかむら,Toyooka Mura,137゜ 53’,35゜ 33’,Municipality
5334,豊岡市,とよおかし,Toyooka Shi,134゜ 49’,35゜ 32’,Municipality
5236,豊郷町,とよさとちょう,Toyosato Cho,136゜ 13’,35゜ 12’,Municipality
5237,豊田市,とよたし,Toyota Shi,137゜ 09’,35゜ 05’,Municipality
5129,豊玉,とよたま,Toyotama,129゜ 19’,34゜ 23’,Populated area
6741,豊富町,とよとみちょう,Toyotomi Cho,141゜ 46’,45゜ 06’,Municipality
6340,豊浦町,とようらちょう,Toyoura Cho,140゜ 42’,42゜ 35’,Municipality
5236,豊山町,とよやまちょう,Toyoyama Cho,136゜ 54’,35゜ 15’,Municipality
5840,戸沢村,とざわむら,Tozawa Mura,140゜ 08’,38゜ 44’,Municipality
5236,津市,つし,Tsu Shi,136゜ 30’,34゜ 43’,Municipality
5437,燕岳,つばくろだけ,Tsubakuro Dake,137゜ 42’,36゜ 24’,Mountain
5638,燕市,つばめし,Tsubame Shi,138゜ 52’,37゜ 41’,Municipality
5536,津幡町,つばたまち,Tsubata Machi,136゜ 43’,36゜ 40’,Municipality
6544,津別町,つべつちょう,Tsubetsu Cho,144゜ 01’,43゜ 42’,Municipality
5440,土浦市,つちうらし,Tsuchiura Shi,140゜ 11’,36゜ 04’,Municipality
5439,都賀町,つがまち,Tsuga Machi,139゜ 44’,36゜ 25’,Municipality
